Date,Description,Amount,Type,Category
2025-01-19,Indian Oil fuel,153.66,DEBIT,Transport
2025-01-19,CityFlo monthly pass,221.07,DEBIT,Transport
2025-01-20,Reliance Fresh,603.27,DEBIT,Groceries
2025-01-20,More Supermarket,550.07,DEBIT,Groceries
2025-01-20,Cafe Coffee Day,239.30,DEBIT,Take-out
2025-01-20,Starbucks Powai,232.38,DEBIT,Take-out
2025-01-20,Ola Cabs,195.73,DEBIT,Transport
2025-01-20,Mahanagar Gas bill,456.60,DEBIT,Utilities
2025-01-20,Jio postpaid bill,435.81,DEBIT,Utilities
2025-01-21,Spotify Premium,584.27,DEBIT,Entertainment
2025-01-21,Steam games purchase,663.68,DEBIT,Entertainment
2025-01-21,Amazon.in order,328.59,DEBIT,Shopping
2025-01-21,Flipkart order,1291.74,DEBIT,Shopping
2025-01-21,IKEA Navi Mumbai,2010.16,DEBIT,Shopping
2025-01-21,Swiggy order,474.76,DEBIT,Take-out
2025-01-21,Cafe Coffee Day,470.08,DEBIT,Take-out
2025-01-21,Indian Oil fuel,189.49,DEBIT,Transport
2025-01-22,More Supermarket,549.03,DEBIT,Groceries
2025-01-22,More Supermarket,427.53,DEBIT,Groceries
2025-01-22,More Supermarket,719.41,DEBIT,Groceries
2025-01-22,BigBasket order,797.73,DEBIT,Groceries
2025-01-22,Myntra order,866.54,DEBIT,Shopping
2025-01-22,Dominos Pizza,466.76,DEBIT,Take-out
2025-01-22,Uber ride,422.93,DEBIT,Transport
2025-01-22,Mumbai Metro recharge,216.96,DEBIT,Transport
2025-01-22,Mahanagar Gas bill,261.53,DEBIT,Utilities
2025-01-23,BigBasket order,847.35,DEBIT,Groceries
2025-01-23,BigBasket order,209.32,DEBIT,Groceries
2025-01-23,Behrouz Biryani,240.95,DEBIT,Take-out
2025-01-23,Cafe Coffee Day,442.05,DEBIT,Take-out
2025-01-23,Uber ride,130.42,DEBIT,Transport
2025-01-23,Ola Cabs,144.21,DEBIT,Transport
2025-01-23,Uber ride,88.74,DEBIT,Transport
2025-01-23,Airtel Fibre broadband,600.68,DEBIT,Utilities
2025-01-23,Mahanagar Gas bill,771.91,DEBIT,Utilities
2025-01-24,PVR Cinemas,364.82,DEBIT,Entertainment
2025-01-24,BookMyShow tickets,201.96,DEBIT,Entertainment
2025-01-24,Netflix subscription,651.36,DEBIT,Entertainment
2025-01-24,Fresh Fruits & Veg Co.,821.37,DEBIT,Groceries
2025-01-24,Fresh Fruits & Veg Co.,523.98,DEBIT,Groceries
2025-01-24,Zomato order,254.51,DEBIT,Take-out
2025-01-24,Mahanagar Gas bill,697.12,DEBIT,Utilities
2025-01-25,Reliance Fresh,649.78,DEBIT,Groceries
2025-01-25,Reliance Fresh,948.79,DEBIT,Groceries
2025-01-25,BigBasket order,1090.88,DEBIT,Groceries
2025-01-25,BigBasket order,730.81,DEBIT,Groceries
2025-01-25,Indian Oil fuel,347.40,DEBIT,Transport
2025-01-25,HP Petrol Pump,185.40,DEBIT,Transport
2025-01-25,Water tax payment,532.58,DEBIT,Utilities
2025-01-26,Nature's Basket,548.27,DEBIT,Groceries
2025-01-26,Fresh Fruits & Veg Co.,898.89,DEBIT,Groceries
2025-01-26,Croma Electronics,1357.38,DEBIT,Shopping
2025-01-26,Starbucks Powai,207.92,DEBIT,Take-out
2025-01-26,Dominos Pizza,308.24,DEBIT,Take-out
2025-01-26,Cafe Coffee Day,125.06,DEBIT,Take-out
2025-01-26,Indian Oil fuel,415.02,DEBIT,Transport
2025-01-26,Jio postpaid bill,364.27,DEBIT,Utilities
2025-01-27,BookMyShow tickets,468.52,DEBIT,Entertainment
2025-01-27,Netflix subscription,152.53,DEBIT,Entertainment
2025-01-27,PVR Cinemas,414.29,DEBIT,Entertainment
2025-01-27,Croma Electronics,1191.38,DEBIT,Shopping
2025-01-27,Cafe Coffee Day,318.42,DEBIT,Take-out
2025-01-27,Starbucks Powai,344.54,DEBIT,Take-out
2025-01-27,CityFlo monthly pass,106.75,DEBIT,Transport
2025-01-28,Reliance Fresh,694.22,DEBIT,Groceries
2025-01-28,Decathlon Powai,890.77,DEBIT,Shopping
2025-01-28,Myntra order,1172.14,DEBIT,Shopping
2025-01-28,Cafe Coffee Day,270.88,DEBIT,Take-out
2025-01-28,Uber ride,167.27,DEBIT,Transport
2025-01-29,BigBasket order,363.32,DEBIT,Groceries
2025-01-29,IKEA Navi Mumbai,687.29,DEBIT,Shopping
2025-01-29,Flipkart order,1057.45,DEBIT,Shopping
2025-01-29,Uber ride,402.76,DEBIT,Transport
2025-01-29,Ola Cabs,458.68,DEBIT,Transport
2025-01-29,HP Petrol Pump,155.50,DEBIT,Transport
2025-01-29,Mahanagar Gas bill,255.59,DEBIT,Utilities
2025-01-30,PVR Cinemas,498.79,DEBIT,Entertainment
2025-01-30,Reliance Fresh,369.88,DEBIT,Groceries
2025-01-30,Nature's Basket,417.22,DEBIT,Groceries
2025-01-30,Flipkart order,1982.26,DEBIT,Shopping
2025-01-30,Dominos Pizza,319.30,DEBIT,Take-out
2025-01-30,Starbucks Powai,185.68,DEBIT,Take-out
2025-01-31,Netflix subscription,568.54,DEBIT,Entertainment
2025-01-31,BigBasket order,419.22,DEBIT,Groceries
2025-01-31,Reliance Fresh,611.61,DEBIT,Groceries
2025-01-31,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2025-01-31,Myntra order,1584.61,DEBIT,Shopping
2025-01-31,Amazon.in order,1372.30,DEBIT,Shopping
2025-01-31,Behrouz Biryani,211.50,DEBIT,Take-out
2025-01-31,Zomato order,192.44,DEBIT,Take-out
2025-01-31,Uber ride,162.90,DEBIT,Transport
2025-02-01,Spotify Premium,232.59,DEBIT,Entertainment
2025-02-01,Reliance Fresh,634.50,DEBIT,Groceries
2025-02-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2025-02-01,IKEA Navi Mumbai,2251.81,DEBIT,Shopping
2025-02-01,Flipkart order,1570.34,DEBIT,Shopping
2025-02-01,Cafe Coffee Day,363.28,DEBIT,Take-out
2025-02-01,Swiggy order,515.07,DEBIT,Take-out
2025-02-01,Swiggy order,219.97,DEBIT,Take-out
2025-02-02,Netflix subscription,625.62,DEBIT,Entertainment
2025-02-02,More Supermarket,504.45,DEBIT,Groceries
2025-02-02,Decathlon Powai,1654.79,DEBIT,Shopping
2025-02-02,Cafe Coffee Day,338.31,DEBIT,Take-out
2025-02-02,Cafe Coffee Day,388.29,DEBIT,Take-out
2025-02-02,Uber ride,216.74,DEBIT,Transport
2025-02-02,Jio postpaid bill,501.35,DEBIT,Utilities
2025-02-03,More Supermarket,805.83,DEBIT,Groceries
2025-02-03,BigBasket order,444.38,DEBIT,Groceries
2025-02-03,Cafe Coffee Day,338.42,DEBIT,Take-out
2025-02-03,Behrouz Biryani,287.29,DEBIT,Take-out
2025-02-03,Jio postpaid bill,284.84,DEBIT,Utilities
2025-02-03,Mahanagar Gas bill,491.13,DEBIT,Utilities
2025-02-03,Mahanagar Gas bill,142.22,DEBIT,Utilities
2025-02-03,Jio postpaid bill,613.25,DEBIT,Utilities
2025-02-04,Fresh Fruits & Veg Co.,684.89,DEBIT,Groceries
2025-02-04,Fresh Fruits & Veg Co.,449.67,DEBIT,Groceries
2025-02-04,Nature's Basket,533.19,DEBIT,Groceries
2025-02-04,More Supermarket,295.67,DEBIT,Groceries
2025-02-04,Starbucks Powai,298.45,DEBIT,Take-out
2025-02-04,Swiggy order,159.05,DEBIT,Take-out
2025-02-04,Behrouz Biryani,114.53,DEBIT,Take-out
2025-02-04,Starbucks Powai,177.67,DEBIT,Take-out
2025-02-04,Behrouz Biryani,494.99,DEBIT,Take-out
2025-02-05,Nature's Basket,262.14,DEBIT,Groceries
2025-02-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2025-02-05,IKEA Navi Mumbai,1217.37,DEBIT,Shopping
2025-02-05,Zomato order,329.35,DEBIT,Take-out
2025-02-05,Cafe Coffee Day,316.82,DEBIT,Take-out
2025-02-05,Behrouz Biryani,294.46,DEBIT,Take-out
2025-02-05,Indian Oil fuel,149.43,DEBIT,Transport
2025-02-05,Uber ride,244.50,DEBIT,Transport
2025-02-05,Airtel Fibre broadband,609.80,DEBIT,Utilities
2025-02-06,PVR Cinemas,281.35,DEBIT,Entertainment
2025-02-06,Nature's Basket,500.89,DEBIT,Groceries
2025-02-06,Starbucks Powai,286.66,DEBIT,Take-out
2025-02-06,CityFlo monthly pass,389.38,DEBIT,Transport
2025-02-06,MSEB electricity bill,319.66,DEBIT,Utilities
2025-02-06,Jio postpaid bill,654.88,DEBIT,Utilities
2025-02-07,More Supermarket,691.62,DEBIT,Groceries
2025-02-07,Fresh Fruits & Veg Co.,838.88,DEBIT,Groceries
2025-02-07,BigBasket order,454.06,DEBIT,Groceries
2025-02-07,BigBasket order,511.48,DEBIT,Groceries
2025-02-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2025-02-07,Flipkart order,683.88,DEBIT,Shopping
2025-02-07,Uber ride,345.80,DEBIT,Transport
2025-02-07,Water tax payment,702.82,DEBIT,Utilities
2025-02-07,Water tax payment,986.55,DEBIT,Utilities
2025-02-08,BookMyShow tickets,463.62,DEBIT,Entertainment
2025-02-08,BigBasket order,645.55,DEBIT,Groceries
2025-02-08,More Supermarket,216.88,DEBIT,Groceries
2025-02-08,Nature's Basket,655.85,DEBIT,Groceries
2025-02-08,BigBasket order,530.22,DEBIT,Groceries
2025-02-08,Zomato order,432.34,DEBIT,Take-out
2025-02-08,Zomato order,160.63,DEBIT,Take-out
2025-02-08,Behrouz Biryani,262.89,DEBIT,Take-out
2025-02-08,CityFlo monthly pass,300.19,DEBIT,Transport
2025-02-09,Croma Electronics,976.99,DEBIT,Shopping
2025-02-09,Zomato order,334.21,DEBIT,Take-out
2025-02-09,Starbucks Powai,229.16,DEBIT,Take-out
2025-02-09,Starbucks Powai,484.26,DEBIT,Take-out
2025-02-09,Swiggy order,272.61,DEBIT,Take-out
2025-02-09,Water tax payment,848.17,DEBIT,Utilities
2025-02-10,Spotify Premium,299.27,DEBIT,Entertainment
2025-02-10,Spotify Premium,432.06,DEBIT,Entertainment
2025-02-10,Fresh Fruits & Veg Co.,508.52,DEBIT,Groceries
2025-02-10,Nature's Basket,1023.92,DEBIT,Groceries
2025-02-10,Decathlon Powai,1949.69,DEBIT,Shopping
2025-02-10,Amazon.in order,834.73,DEBIT,Shopping
2025-02-10,Starbucks Powai,439.11,DEBIT,Take-out
2025-02-11,Fresh Fruits & Veg Co.,233.29,DEBIT,Groceries
2025-02-11,Decathlon Powai,902.04,DEBIT,Shopping
2025-02-11,Starbucks Powai,455.20,DEBIT,Take-out
2025-02-11,Swiggy order,272.03,DEBIT,Take-out
2025-02-11,Uber ride,383.51,DEBIT,Transport
2025-02-11,HP Petrol Pump,171.06,DEBIT,Transport
2025-02-11,Water tax payment,521.43,DEBIT,Utilities
2025-02-12,BigBasket order,335.21,DEBIT,Groceries
2025-02-12,Nature's Basket,482.87,DEBIT,Groceries
2025-02-12,Myntra order,699.24,DEBIT,Shopping
2025-02-12,Flipkart order,1037.83,DEBIT,Shopping
2025-02-12,Cafe Coffee Day,149.70,DEBIT,Take-out
2025-02-12,Mumbai Metro recharge,160.25,DEBIT,Transport
2025-02-12,Airtel Fibre broadband,544.94,DEBIT,Utilities
2025-02-12,Airtel Fibre broadband,935.43,DEBIT,Utilities
2025-02-12,Airtel Fibre broadband,397.61,DEBIT,Utilities
2025-02-13,More Supermarket,642.73,DEBIT,Groceries
2025-02-13,More Supermarket,389.67,DEBIT,Groceries
2025-02-13,Dominos Pizza,545.04,DEBIT,Take-out
2025-02-13,Dominos Pizza,194.02,DEBIT,Take-out
2025-02-13,Dominos Pizza,264.84,DEBIT,Take-out
2025-02-13,Zomato order,125.47,DEBIT,Take-out
2025-02-13,Mumbai Metro recharge,404.30,DEBIT,Transport
2025-02-13,Uber ride,296.83,DEBIT,Transport
2025-02-14,BigBasket order,592.52,DEBIT,Groceries
2025-02-14,Ola Cabs,139.65,DEBIT,Transport
2025-02-14,HP Petrol Pump,97.25,DEBIT,Transport
2025-02-14,Uber ride,222.76,DEBIT,Transport
2025-02-14,Ola Cabs,139.60,DEBIT,Transport
2025-02-14,MSEB electricity bill,361.77,DEBIT,Utilities
2025-02-14,Airtel Fibre broadband,801.80,DEBIT,Utilities
2025-02-15,More Supermarket,828.85,DEBIT,Groceries
2025-02-15,Fresh Fruits & Veg Co.,366.27,DEBIT,Groceries
2025-02-15,Croma Electronics,2014.69,DEBIT,Shopping
2025-02-15,Starbucks Powai,172.89,DEBIT,Take-out
2025-02-15,Zomato order,331.81,DEBIT,Take-out
2025-02-15,Uber ride,182.55,DEBIT,Transport
2025-02-16,Nature's Basket,913.66,DEBIT,Groceries
2025-02-16,DMart Andheri West,363.74,DEBIT,Groceries
2025-02-16,More Supermarket,368.39,DEBIT,Groceries
2025-02-16,Zomato order,118.98,DEBIT,Take-out
2025-02-16,HP Petrol Pump,259.80,DEBIT,Transport
2025-02-16,Mahanagar Gas bill,534.61,DEBIT,Utilities
2025-02-16,Airtel Fibre broadband,269.55,DEBIT,Utilities
2025-02-17,Netflix subscription,537.82,DEBIT,Entertainment
2025-02-17,Reliance Fresh,247.87,DEBIT,Groceries
2025-02-17,Reliance Fresh,757.22,DEBIT,Groceries
2025-02-17,Croma Electronics,1239.71,DEBIT,Shopping
2025-02-17,Starbucks Powai,332.15,DEBIT,Take-out
2025-02-17,CityFlo monthly pass,197.05,DEBIT,Transport
2025-02-17,Mumbai Metro recharge,330.75,DEBIT,Transport
2025-02-17,Jio postpaid bill,589.37,DEBIT,Utilities
2025-02-17,MSEB electricity bill,989.63,DEBIT,Utilities
2025-02-18,BookMyShow tickets,134.51,DEBIT,Entertainment
2025-02-18,Reliance Fresh,696.67,DEBIT,Groceries
2025-02-18,IKEA Navi Mumbai,2308.83,DEBIT,Shopping
2025-02-18,Behrouz Biryani,325.77,DEBIT,Take-out
2025-02-18,Mahanagar Gas bill,395.33,DEBIT,Utilities
2025-02-19,More Supermarket,446.60,DEBIT,Groceries
2025-02-19,More Supermarket,974.32,DEBIT,Groceries
2025-02-19,Nature's Basket,761.91,DEBIT,Groceries
2025-02-19,Amazon.in order,1618.69,DEBIT,Shopping
2025-02-19,Starbucks Powai,528.17,DEBIT,Take-out
2025-02-19,Behrouz Biryani,263.51,DEBIT,Take-out
2025-02-19,Uber ride,220.65,DEBIT,Transport
2025-02-19,Jio postpaid bill,634.83,DEBIT,Utilities
2025-02-20,Spotify Premium,495.31,DEBIT,Entertainment
2025-02-20,Steam games purchase,797.48,DEBIT,Entertainment
2025-02-20,BigBasket order,260.54,DEBIT,Groceries
2025-02-20,Starbucks Powai,134.07,DEBIT,Take-out
2025-02-20,Behrouz Biryani,356.71,DEBIT,Take-out
2025-02-20,Jio postpaid bill,453.35,DEBIT,Utilities
2025-02-21,IKEA Navi Mumbai,1165.28,DEBIT,Shopping
2025-02-21,Zomato order,391.77,DEBIT,Take-out
2025-02-21,Mumbai Metro recharge,82.35,DEBIT,Transport
2025-02-21,Indian Oil fuel,327.33,DEBIT,Transport
2025-02-21,Mumbai Metro recharge,297.01,DEBIT,Transport
2025-02-21,Uber ride,357.23,DEBIT,Transport
2025-02-22,Nature's Basket,362.26,DEBIT,Groceries
2025-02-22,Nature's Basket,376.24,DEBIT,Groceries
2025-02-22,Starbucks Powai,553.50,DEBIT,Take-out
2025-02-22,Starbucks Powai,112.33,DEBIT,Take-out
2025-02-22,Behrouz Biryani,277.39,DEBIT,Take-out
2025-02-22,Uber ride,263.87,DEBIT,Transport
2025-02-22,Mumbai Metro recharge,213.10,DEBIT,Transport
2025-02-22,Uber ride,128.26,DEBIT,Transport
2025-02-22,Airtel Fibre broadband,509.95,DEBIT,Utilities
2025-02-23,More Supermarket,596.49,DEBIT,Groceries
2025-02-23,Fresh Fruits & Veg Co.,770.83,DEBIT,Groceries
2025-02-23,IKEA Navi Mumbai,829.10,DEBIT,Shopping
2025-02-23,Cafe Coffee Day,223.74,DEBIT,Take-out
2025-02-23,Behrouz Biryani,292.04,DEBIT,Take-out
2025-02-23,Uber ride,384.49,DEBIT,Transport
2025-02-23,Mumbai Metro recharge,230.79,DEBIT,Transport
2025-02-24,Spotify Premium,693.51,DEBIT,Entertainment
2025-02-24,Nature's Basket,896.31,DEBIT,Groceries
2025-02-24,Behrouz Biryani,456.45,DEBIT,Take-out
2025-02-24,Jio postpaid bill,787.75,DEBIT,Utilities
2025-02-24,Water tax payment,764.94,DEBIT,Utilities
2025-02-25,Nature's Basket,591.02,DEBIT,Groceries
2025-02-25,Nature's Basket,608.56,DEBIT,Groceries
2025-02-25,Decathlon Powai,690.60,DEBIT,Shopping
2025-02-25,Swiggy order,283.38,DEBIT,Take-out
2025-02-25,Uber ride,212.01,DEBIT,Transport
2025-02-25,Ola Cabs,318.96,DEBIT,Transport
2025-02-26,DMart Andheri West,304.02,DEBIT,Groceries
2025-02-26,Behrouz Biryani,573.00,DEBIT,Take-out
2025-02-26,Indian Oil fuel,364.36,DEBIT,Transport
2025-02-26,Water tax payment,355.08,DEBIT,Utilities
2025-02-26,Jio postpaid bill,592.00,DEBIT,Utilities
2025-02-27,Netflix subscription,649.93,DEBIT,Entertainment
2025-02-27,DMart Andheri West,381.70,DEBIT,Groceries
2025-02-27,Reliance Fresh,619.13,DEBIT,Groceries
2025-02-27,Amazon.in order,1763.51,DEBIT,Shopping
2025-02-27,MSEB electricity bill,420.03,DEBIT,Utilities
2025-02-28,Nature's Basket,666.35,DEBIT,Groceries
2025-02-28,Reliance Fresh,890.75,DEBIT,Groceries
2025-02-28,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2025-02-28,Myntra order,1712.22,DEBIT,Shopping
2025-02-28,Dominos Pizza,466.18,DEBIT,Take-out
2025-02-28,Indian Oil fuel,90.82,DEBIT,Transport
2025-03-01,DMart Andheri West,365.80,DEBIT,Groceries
2025-03-01,Nature's Basket,983.86,DEBIT,Groceries
2025-03-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2025-03-01,Swiggy order,441.71,DEBIT,Take-out
2025-03-01,Swiggy order,460.15,DEBIT,Take-out
2025-03-01,Starbucks Powai,287.05,DEBIT,Take-out
2025-03-01,Ola Cabs,105.51,DEBIT,Transport
2025-03-02,PVR Cinemas,530.94,DEBIT,Entertainment
2025-03-02,Fresh Fruits & Veg Co.,269.92,DEBIT,Groceries
2025-03-02,Amazon.in order,1560.64,DEBIT,Shopping
2025-03-02,Dominos Pizza,181.25,DEBIT,Take-out
2025-03-02,Dominos Pizza,89.20,DEBIT,Take-out
2025-03-02,Starbucks Powai,315.95,DEBIT,Take-out
2025-03-02,CityFlo monthly pass,317.91,DEBIT,Transport
2025-03-03,PVR Cinemas,391.46,DEBIT,Entertainment
2025-03-03,BookMyShow tickets,385.50,DEBIT,Entertainment
2025-03-03,Reliance Fresh,810.79,DEBIT,Groceries
2025-03-03,Reliance Fresh,388.32,DEBIT,Groceries
2025-03-03,Amazon.in order,2562.06,DEBIT,Shopping
2025-03-03,Croma Electronics,1639.59,DEBIT,Shopping
2025-03-03,Zomato order,210.52,DEBIT,Take-out
2025-03-03,Zomato order,268.38,DEBIT,Take-out
2025-03-03,HP Petrol Pump,143.27,DEBIT,Transport
2025-03-04,DMart Andheri West,309.08,DEBIT,Groceries
2025-03-04,Reliance Fresh,247.97,DEBIT,Groceries
2025-03-04,Myntra order,1029.61,DEBIT,Shopping
2025-03-04,Swiggy order,365.34,DEBIT,Take-out
2025-03-04,CityFlo monthly pass,246.44,DEBIT,Transport
2025-03-04,Ola Cabs,169.51,DEBIT,Transport
2025-03-04,Mahanagar Gas bill,667.06,DEBIT,Utilities
2025-03-05,Fresh Fruits & Veg Co.,558.68,DEBIT,Groceries
2025-03-05,More Supermarket,135.84,DEBIT,Groceries
2025-03-05,BigBasket order,283.78,DEBIT,Groceries
2025-03-05,Reliance Fresh,632.78,DEBIT,Groceries
2025-03-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2025-03-05,Zomato order,195.75,DEBIT,Take-out
2025-03-05,Behrouz Biryani,152.59,DEBIT,Take-out
2025-03-05,Uber ride,338.27,DEBIT,Transport
2025-03-06,DMart Andheri West,627.48,DEBIT,Groceries
2025-03-06,More Supermarket,577.79,DEBIT,Groceries
2025-03-06,Fresh Fruits & Veg Co.,667.71,DEBIT,Groceries
2025-03-06,BigBasket order,574.62,DEBIT,Groceries
2025-03-06,Starbucks Powai,404.45,DEBIT,Take-out
2025-03-06,Zomato order,132.82,DEBIT,Take-out
2025-03-07,Netflix subscription,299.34,DEBIT,Entertainment
2025-03-07,Steam games purchase,740.76,DEBIT,Entertainment
2025-03-07,BigBasket order,367.33,DEBIT,Groceries
2025-03-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2025-03-07,Croma Electronics,430.85,DEBIT,Shopping
2025-03-07,Starbucks Powai,469.51,DEBIT,Take-out
2025-03-07,Uber ride,149.03,DEBIT,Transport
2025-03-07,Ola Cabs,208.40,DEBIT,Transport
2025-03-07,Water tax payment,729.88,DEBIT,Utilities
2025-03-08,Spotify Premium,773.91,DEBIT,Entertainment
2025-03-08,Steam games purchase,367.28,DEBIT,Entertainment
2025-03-08,BookMyShow tickets,426.83,DEBIT,Entertainment
2025-03-08,Fresh Fruits & Veg Co.,349.46,DEBIT,Groceries
2025-03-08,HP Petrol Pump,399.29,DEBIT,Transport
2025-03-08,Indian Oil fuel,229.53,DEBIT,Transport
2025-03-09,Fresh Fruits & Veg Co.,373.98,DEBIT,Groceries
2025-03-09,BigBasket order,618.61,DEBIT,Groceries
2025-03-09,DMart Andheri West,581.72,DEBIT,Groceries
2025-03-09,More Supermarket,582.74,DEBIT,Groceries
2025-03-09,Flipkart order,1696.67,DEBIT,Shopping
2025-03-09,Decathlon Powai,1491.33,DEBIT,Shopping
2025-03-09,Zomato order,228.97,DEBIT,Take-out
2025-03-09,Uber ride,388.48,DEBIT,Transport
2025-03-09,MSEB electricity bill,493.32,DEBIT,Utilities
2025-03-10,BigBasket order,487.65,DEBIT,Groceries
2025-03-10,Fresh Fruits & Veg Co.,441.78,DEBIT,Groceries
2025-03-10,More Supermarket,400.18,DEBIT,Groceries
2025-03-10,Croma Electronics,638.37,DEBIT,Shopping
2025-03-10,Dominos Pizza,372.72,DEBIT,Take-out
2025-03-10,Swiggy order,80.89,DEBIT,Take-out
2025-03-10,Ola Cabs,470.76,DEBIT,Transport
2025-03-10,HP Petrol Pump,458.93,DEBIT,Transport
2025-03-10,Mumbai Metro recharge,174.74,DEBIT,Transport
2025-03-11,BookMyShow tickets,731.45,DEBIT,Entertainment
2025-03-11,Nature's Basket,175.37,DEBIT,Groceries
2025-03-11,More Supermarket,482.44,DEBIT,Groceries
2025-03-11,Nature's Basket,189.30,DEBIT,Groceries
2025-03-11,Flipkart order,1986.87,DEBIT,Shopping
2025-03-11,Cafe Coffee Day,223.22,DEBIT,Take-out
2025-03-11,Dominos Pizza,380.71,DEBIT,Take-out
2025-03-11,Uber ride,426.69,DEBIT,Transport
2025-03-11,MSEB electricity bill,607.24,DEBIT,Utilities
2025-03-12,Netflix subscription,295.07,DEBIT,Entertainment
2025-03-12,Behrouz Biryani,164.06,DEBIT,Take-out
2025-03-12,Swiggy order,169.37,DEBIT,Take-out
2025-03-12,Indian Oil fuel,68.66,DEBIT,Transport
2025-03-12,MSEB electricity bill,654.30,DEBIT,Utilities
2025-03-13,More Supermarket,872.97,DEBIT,Groceries
2025-03-13,Myntra order,1009.91,DEBIT,Shopping
2025-03-13,Swiggy order,241.65,DEBIT,Take-out
2025-03-13,Indian Oil fuel,247.79,DEBIT,Transport
2025-03-13,MSEB electricity bill,311.84,DEBIT,Utilities
2025-03-14,DMart Andheri West,572.12,DEBIT,Groceries
2025-03-14,Reliance Fresh,570.66,DEBIT,Groceries
2025-03-14,Reliance Fresh,970.11,DEBIT,Groceries
2025-03-14,Decathlon Powai,609.59,DEBIT,Shopping
2025-03-14,Behrouz Biryani,386.42,DEBIT,Take-out
2025-03-14,Behrouz Biryani,507.03,DEBIT,Take-out
2025-03-15,Steam games purchase,686.56,DEBIT,Entertainment
2025-03-15,Reliance Fresh,706.83,DEBIT,Groceries
2025-03-15,Reliance Fresh,598.74,DEBIT,Groceries
2025-03-15,Flipkart order,874.46,DEBIT,Shopping
2025-03-15,Decathlon Powai,1210.60,DEBIT,Shopping
2025-03-15,CityFlo monthly pass,193.81,DEBIT,Transport
2025-03-16,PVR Cinemas,350.47,DEBIT,Entertainment
2025-03-16,Croma Electronics,1138.71,DEBIT,Shopping
2025-03-16,Swiggy order,178.20,DEBIT,Take-out
2025-03-16,Mumbai Metro recharge,109.97,DEBIT,Transport
2025-03-16,Mumbai Metro recharge,189.02,DEBIT,Transport
2025-03-16,HP Petrol Pump,420.81,DEBIT,Transport
2025-03-17,Netflix subscription,355.96,DEBIT,Entertainment
2025-03-17,Amazon.in order,2214.57,DEBIT,Shopping
2025-03-17,Behrouz Biryani,297.60,DEBIT,Take-out
2025-03-17,Starbucks Powai,84.06,DEBIT,Take-out
2025-03-17,Starbucks Powai,286.38,DEBIT,Take-out
2025-03-17,HP Petrol Pump,229.99,DEBIT,Transport
2025-03-18,BigBasket order,367.00,DEBIT,Groceries
2025-03-18,Nature's Basket,569.53,DEBIT,Groceries
2025-03-18,Nature's Basket,634.25,DEBIT,Groceries
2025-03-18,Dominos Pizza,295.59,DEBIT,Take-out
2025-03-18,CityFlo monthly pass,446.80,DEBIT,Transport
2025-03-18,Mumbai Metro recharge,430.38,DEBIT,Transport
2025-03-19,PVR Cinemas,568.73,DEBIT,Entertainment
2025-03-19,BigBasket order,767.80,DEBIT,Groceries
2025-03-19,DMart Andheri West,518.63,DEBIT,Groceries
2025-03-19,DMart Andheri West,275.03,DEBIT,Groceries
2025-03-19,HP Petrol Pump,183.73,DEBIT,Transport
2025-03-20,Netflix subscription,562.09,DEBIT,Entertainment
2025-03-20,Steam games purchase,691.74,DEBIT,Entertainment
2025-03-20,More Supermarket,386.92,DEBIT,Groceries
2025-03-20,Fresh Fruits & Veg Co.,225.90,DEBIT,Groceries
2025-03-20,Fresh Fruits & Veg Co.,311.75,DEBIT,Groceries
2025-03-20,Behrouz Biryani,101.65,DEBIT,Take-out
2025-03-20,Zomato order,391.09,DEBIT,Take-out
2025-03-20,Uber ride,165.32,DEBIT,Transport
2025-03-20,Mumbai Metro recharge,249.71,DEBIT,Transport
2025-03-21,Netflix subscription,308.80,DEBIT,Entertainment
2025-03-21,PVR Cinemas,480.24,DEBIT,Entertainment
2025-03-21,BigBasket order,364.01,DEBIT,Groceries
2025-03-21,Nature's Basket,430.52,DEBIT,Groceries
2025-03-21,Fresh Fruits & Veg Co.,448.46,DEBIT,Groceries
2025-03-21,DMart Andheri West,193.04,DEBIT,Groceries
2025-03-21,Behrouz Biryani,483.99,DEBIT,Take-out
2025-03-21,Uber ride,266.66,DEBIT,Transport
2025-03-22,BookMyShow tickets,171.95,DEBIT,Entertainment
2025-03-22,Fresh Fruits & Veg Co.,376.22,DEBIT,Groceries
2025-03-22,More Supermarket,700.59,DEBIT,Groceries
2025-03-22,Nature's Basket,554.99,DEBIT,Groceries
2025-03-22,Starbucks Powai,260.98,DEBIT,Take-out
2025-03-22,Uber ride,325.73,DEBIT,Transport
2025-03-23,Steam games purchase,603.23,DEBIT,Entertainment
2025-03-23,More Supermarket,459.93,DEBIT,Groceries
2025-03-23,Flipkart order,628.95,DEBIT,Shopping
2025-03-23,Starbucks Powai,104.88,DEBIT,Take-out
2025-03-23,CityFlo monthly pass,322.48,DEBIT,Transport
